u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,subclass,redshift,redshift_err
17.34948,16.18305,15.72446,15.44535,15.26266,114.8703,336.341,513.1146,663.5269,785.1157,8.986234,9.588411,10.02432,10.0003,9.70225,97.96623,322.9858,652.3799,494.7826,708.6027,4.605664,5.074962,5.159993,5.053811,4.822835,20.03059,18.79151,19.00973,18.56407,18.14039,0.6341266,0.6890992,0.6983565,0.6958104,0.7099823,STARBURST,0.04717783,8.41e-06
17.71003,16.50124,15.94353,15.59798,15.35871,82.41156,250.9015,419.362,576.5118,718.6476,9.448876,9.44906,9.499461,9.586248,8.86553,83.53163,252.396,566.7903,409.9527,636.0932,5.103261,4.994843,4.865933,4.848553,4.470998,20.3816,18.8004,19.24891,18.45127,18.15876,0.7532722,0.8418143,0.7865165,0.7893446,0.7447871,STARFORMING,0.06471533,1.39e-05
19.16415,18.14269,17.82252,17.56,17.56058,21.59342,55.3251,74.30058,94.62375,94.5672,10.77247,9.675872,9.078084,10.19029,8.810808,27.10377,60.71703,88.84522,77.87199,87.70753,4.852153,4.308836,3.672292,4.067972,3.570189,21.44321,20.34572,20.531,20.2076,20.19131,0.5054359,0.5272158,0.4946816,0.4819939,0.3852358,STARFORMING,0.06479741,7.22e-06
18.50154,17.59533,17.22992,16.8716,16.80339,39.75385,91.59394,128.2427,178.3855,189.9486,3.967144,4.265933,3.897941,4.288722,4.505049,29.66341,74.90154,144.2519,107.3853,165.097,1.619318,1.971774,1.667558,1.771789,2.002736,19.62156,18.82894,18.77434,18.41328,18.14028,0.4807529,0.5310338,0.4790044,0.4868452,0.5125993,STARBURST,0.09111258,7.18e-06
17.63659,16.44154,15.93988,15.65778,15.50337,88.1787,265.0839,420.7726,545.6191,628.9999,11.67042,12.21113,11.31585,12.49015,11.24106,78.99091,254.7419,491.0585,395.308,546.2385,5.277351,5.657791,5.260607,5.540127,5.084064,20.55662,19.43518,19.80164,19.2338,18.90439,0.5982938,0.5595138,0.5949697,0.5824605,0.5982945,STARBURST,0.03684165,1.03e-05
21.97788,21.34132,21.66347,21.75173,22.61156,1.605403,2.904388,2.154123,1.975813,0.2954862,1.241678,1.227965,1.023591,1.094332,0.849609,1.352158,2.383376,1.654421,1.889213,0.1796763,0.6433957,0.6493762,0.5488791,0.5762058,0.3133183,22.07023,21.80571,21.41373,21.91743,22.60571,0.07861694,0.343002,0.4885282,0.7502053,0.3475078,STARBURST,0.05565698,1.69e-05
19.91244,18.644,17.7706,17.29149,16.99127,10.8381,34.86552,77.93965,121.1719,159.7661,3.266924,3.567071,3.28074,3.470973,3.219881,10.96192,37.21824,126.2045,83.95973,155.2591,1.532807,1.686616,1.574101,1.687237,1.49116,21.13801,19.04493,19.85848,18.65376,18.36722,0.5833462,0.6492009,0.66846,0.6739978,0.6924689,STARFORMING,0.1927856,1.25e-05
18.33764,17.32474,16.98124,16.70049,16.56925,46.23181,117.5175,161.2518,208.8352,235.6652,4.548762,4.37306,4.424169,4.410685,4.424156,44.07317,117.0521,208.0123,160.4194,245.2558,2.119146,2.175234,2.113508,2.119863,2.24858,19.79567,18.71377,18.93522,18.4621,18.23559,0.6157785,0.641408,0.6715891,0.6903582,0.6994882,STARBURST,0.04475605,7.07e-06
17.99347,17.09269,16.8148,16.68868,16.58307,63.47577,145.5211,187.9658,211.1194,232.6836,6.295965,6.971312,8.159045,7.750051,8.721401,44.489,115.4907,183.6695,154.7914,205.2061,2.339287,2.797727,3.246613,3.039751,3.35955,19.65569,18.89009,18.94168,18.88165,18.69357,0.5901144,0.4730476,0.4461733,0.4511954,0.4729417,STARBURST,0.02412955,4.24e-06
20.2686,19.29881,18.8583,18.4553,18.36125,7.805879,19.07514,28.62026,41.48326,45.22565,7.942757,1.96838,1.665092,1.788395,10.34555,8.044452,18.65294,40.78421,27.98634,40.50017,1.041951,0.9673798,0.8558663,0.8867873,0.831363,20.54813,19.27699,19.6694,18.93226,18.77415,0.969718,0.7990128,0.7492317,0.8835313,0.5771216,STARBURST,0.1551535,5e-06
18.92376,17.6057,16.98442,16.57617,16.29105,26.94541,90.72356,160.7794,234.1709,304.4936,5.588357,5.381374,4.995693,5.137351,4.777772,29.00402,96.2407,227.9699,162.8412,292.1725,2.585444,2.556394,2.266272,2.402662,2.170583,20.87617,18.67771,19.44358,18.2737,18.12198,0.5055274,0.4876567,0.5134957,0.5235243,0.5330973,STARFORMING,0.07035409,7.43e-06
22.01335,20.88332,20.13961,19.77056,19.20265,1.553007,4.4309,8.791721,12.35044,20.81584,2.422278,2.098722,1.817824,1.739982,2.608156,1.672928,4.59754,12.40809,8.542875,23.33739,1.208499,1.033611,0.9714277,0.9719204,1.051934,22.02839,20.24781,20.98526,19.88143,19.31573,0.05,0.4890638,0.6394477,0.5288486,0.05,STARBURST,0.2732934,2.02e-05
16.10375,15.06939,14.5748,14.34533,14.13245,361.8275,938.0883,1479.383,1827.549,2223.402,12.91751,14.07478,14.55645,13.89676,13.41083,411.51,1008.971,1943.682,1540.687,2325.32,6.768912,6.758942,6.798416,6.677732,6.661114,18.33356,17.40756,17.72476,17.28768,17.13719,0.6298079,0.714786,0.710942,0.6901141,0.6750946,STARBURST,0.02209053,9.77e-06
18.83462,17.71773,17.16999,16.79163,16.58024,29.25114,81.82928,135.5195,192.0204,233.2921,5.065515,4.811366,4.501094,4.607808,4.182524,33.67262,90.90534,200.5714,146.2203,233.2617,2.232891,2.109972,1.940562,2.012399,1.833736,20.33555,18.69048,19.36182,18.23127,18.06294,0.4624827,0.5140229,0.5404667,0.5443508,0.5638919,STARBURST,0.06551375,7.02e-06
19.33028,18.34945,17.78374,17.45192,17.30703,18.52941,45.73176,77.0021,104.5271,119.4463,3.762795,3.487161,3.430516,3.385705,3.274416,19.59222,46.49393,104.7142,77.4721,117.1235,1.78501,1.723338,1.615708,1.65891,1.581138,20.18674,18.76223,19.25133,18.48581,18.28504,0.8768848,0.7868276,0.7804933,0.766277,0.9115664,STARFORMING,0.1514394,7.35e-06
19.58103,19.1453,18.64347,18.60476,18.87996,14.70784,21.97217,34.88243,36.14816,28.03571,1.660344,1.96332,1.702724,1.83184,2.162411,13.64989,22.36206,35.56044,34.97919,32.17807,0.912513,0.9465925,0.9137907,0.9244555,1.028131,19.80106,18.92778,19.47338,18.87701,19.25321,0.05,0.4704868,0.4367658,0.4063194,0.4362343,STARBURST,0.1529569,6.89e-06
19.60478,18.1443,17.45853,17.04948,16.8215,14.38952,55.24309,103.8931,151.4285,186.8076,4.599706,3.796104,3.714044,3.763472,3.464523,15.85214,53.86203,151.0272,101.7574,176.3969,2.019072,1.766174,1.743222,1.755861,1.633237,20.57403,18.63988,19.34641,18.33262,18.09006,0.4391452,0.3839892,0.402832,0.417248,0.4373407,STARFORMING,0.07471654,9.22e-06
17.98486,16.75727,16.18544,15.80183,15.61359,63.98118,198.1945,335.602,477.8229,568.2811,8.658115,7.400144,6.409828,6.752394,5.874745,56.68158,167.4078,364.2167,267.1282,412.5032,3.27108,3.132592,2.748397,2.889936,2.538963,20.117,18.34285,19.03748,18.00976,17.93616,0.7752879,0.8378084,0.8593424,0.9060242,0.8861915,STARFORMING,0.06705531,9.38e-06
19.31537,18.10275,17.51323,17.13111,16.94491,18.78563,57.39822,98.78842,140.4612,166.7357,6.679542,5.081985,4.535831,4.762043,5.187058,17.30958,49.56339,118.4413,84.00541,143.1,2.386426,2.185029,2.087219,2.106374,2.073111,20.72398,19.06813,19.53379,18.70022,18.54422,0.3115612,0.5241327,0.5350945,0.4873624,0.5711972,STARBURST,0.07284342,6.59e-06
19.70463,18.71177,18.25688,17.92177,17.76181,13.125,32.75584,49.80165,67.80926,78.56635,2.236508,2.339344,2.349301,2.440382,2.152588,11.77107,32.7507,68.87038,51.64725,72.89738,1.04705,1.123914,1.084918,1.12936,1.038208,20.20779,19.11293,19.38648,18.88793,18.54629,0.7288467,0.5208424,0.5179909,0.5609215,0.5221648,STARBURST,0.08863028,6.06e-06
19.11518,18.12451,17.6198,17.2505,17.07635,22.58985,56.25961,89.55313,125.8338,147.7237,5.010142,5.052148,4.711507,4.865026,3.933722,23.99181,59.95359,125.3469,93.19953,140.1918,2.310915,2.423399,2.137656,2.250005,2.017962,20.75433,19.29171,19.62156,18.94501,18.63323,0.7644721,0.8847986,0.9355348,0.9455614,0.9228148,STARBURST,0.1336225,6.81e-06
19.52609,18.39567,17.80317,17.38121,17.15191,15.47136,43.82565,75.63609,111.5612,137.7918,9.009226,3.131073,3.056133,3.052301,2.687336,17.24354,44.20397,110.5864,77.55505,129.9798,1.693773,1.478686,1.394105,1.449152,1.314619,20.4361,18.91997,19.31062,18.46625,18.22935,0.5095385,0.495276,0.4915123,0.4769552,0.511654,STARBURST,0.1316452,1.3e-05
16.10854,14.91294,14.35806,14.05396,13.74091,360.2323,1083.486,1806.235,2390.108,3188.867,19.24075,20.02549,18.60981,18.73856,18.37804,279.9816,1132.507,2236.245,1752.14,2831.361,8.246805,10.25335,9.291798,9.578677,9.177991,17.90501,16.76806,17.14987,16.62537,16.39145,0.7084073,0.8424473,0.7321867,0.6752893,0.5714023,STARBURST,0.02230906,8.8e-06
17.88335,16.6595,16.18905,15.9534,15.83518,70.25208,216.8702,334.4874,415.5647,463.367,14.93169,15.23904,14.48651,14.85535,12.5771,64.44621,230.6674,406.2528,348.2355,367.2411,5.489691,6.548588,5.80111,6.391291,4.523179,20.93721,19.22299,19.77901,19.20788,18.90845,0.5923449,0.645454,0.6631266,0.6669516,0.6792521,STARFORMING,0.03323329,1.06e-05
17.44776,16.58349,16.21252,15.92614,15.76714,104.9289,232.5965,327.3339,426.1321,493.3381,1.930831,2.268495,3.485439,3.128552,3.618372,91.62917,215.8984,403.2309,309.1942,469.1894,1.039395,1.216117,1.45569,1.414912,1.445851,17.94288,17.04116,17.22056,16.79961,16.6929,0.9788401,0.9126602,0.9750618,0.9149749,0.8247323,STARBURST,0.03843965,4.44e-06
19.99437,18.49733,17.69825,17.23165,16.90451,10.05002,39.9084,83.31075,128.0382,173.0562,3.80946,3.183879,2.970411,3.216257,3.079835,12.08404,41.87274,130.4628,85.26675,163.7009,1.646036,1.531335,1.412479,1.520077,1.304168,21.08009,18.67075,19.53098,18.36629,18.00531,0.3843965,0.4129868,0.4353914,0.4311677,0.4225669,STARFORMING,0.123625,1.49e-05
18.34628,17.47832,17.0785,16.81289,16.64862,45.86541,102.0172,147.4341,188.2978,219.0515,9.567609,9.249277,9.112378,10.52125,8.561474,25.41891,53.85295,101.0835,84.4465,112.6295,4.303284,4.051822,4.063397,4.39519,3.767085,21.0288,20.18806,20.38992,19.8904,19.76801,0.7109282,0.7826154,0.729055,0.7826975,0.7598655,STARBURST,0.05564599,6.01e-06
19.74185,18.30335,17.75358,17.42032,17.1902,12.68259,47.71547,79.17084,107.6144,133.0166,3.932967,4.303627,4.344264,4.37081,4.500001,11.57525,45.87576,105.4092,78.56105,125.6395,1.851194,2.12248,2.138308,2.164966,2.121594,21.48933,19.93195,20.26335,19.67491,19.19427,0.9769273,0.9503125,0.8910329,0.8711336,0.8922411,STARFORMING,0.08317579,1.12e-05
19.27739,17.90719,17.20887,16.8152,16.57564,19.45454,68.72627,130.7525,187.8976,234.2833,5.176464,3.792825,4.173512,4.053926,3.766351,19.66694,63.13144,177.9199,124.1105,222.8301,1.937227,1.723241,1.806373,1.721686,1.758677,20.13087,18.25622,18.79945,17.83571,17.60642,0.7111128,0.9408947,0.9857185,0.9643889,0.9997835,STARFORMING,0.09813011,9.13e-06
22.07894,21.65304,21.22346,20.60731,21.30472,1.46045,2.177939,3.236102,5.710108,2.82473,2.325469,1.934953,1.526194,1.572042,0.1002149,1.227546,1.987502,4.259195,2.690819,6.136934,0.792736,0.9112114,0.7351001,0.7871921,1.331636,22.21876,21.4074,21.81723,20.78676,21.62561,0.05,0.2618608,0.05,0.08117957,0.2498504,STARBURST,0.4411957,1.28e-05
21.90609,21.00436,20.95597,21.9975,21.49739,1.71674,3.963071,4.142341,1.56815,2.300459,1.504344,1.7226,1.532287,1.901716,0.9282731,1.218165,3.407976,1.159291,3.889458,1.225298,0.6571947,0.9014935,0.7267091,0.9920867,0.4793358,21.84617,21.28541,21.19785,22.34561,21.5669,0.05,0.3031639,0.3301382,0.05,0.06399588,STARBURST,0.003401938,1.28e-05
22.07607,21.72414,20.96715,20.88868,20.67166,1.464389,2.039397,4.099845,4.403553,5.285213,2.847058,2.267904,1.927706,1.673662,1.772606,1.520416,2.205881,4.997591,3.613333,4.586188,1.043338,1.077999,0.9395834,0.8198805,0.8033514,22.05091,20.96158,21.71904,20.89767,20.64206,0.05,0.4994733,0.2310762,0.07557092,0.4157868,STARBURST,0.5271398,2.54e-05
21.59266,21.44114,21.45197,21.65785,21.12642,2.297897,2.648752,2.620011,2.157087,3.388951,1.503088,1.509227,1.422659,1.44647,1.225956,1.949739,2.315196,1.835194,2.306753,2.674623,0.7564157,0.8192906,0.6883193,0.7629474,0.5977595,21.66226,21.53552,21.51136,21.74069,21.27102,0.2572754,0.6997788,0.1629553,0.08477745,0.3779107,STARBURST,0.004571192,1.07e-05
20.31812,18.31399,17.53827,17.00858,16.68806,7.457619,47.24994,96.5364,157.2419,211.2371,4.063681,6.409015,5.580812,6.196836,5.725121,4.321935,49.03439,153.1246,100.2773,214.7639,1.551689,2.915782,2.484755,2.681259,2.673348,21.8233,19.23485,19.89486,18.67075,18.33404,0.1974906,0.1999997,0.199992,0.2499987,0.2414423,STARFORMING,0.066566,8.51e-06
19.56819,18.22502,17.66737,17.3604,17.17481,14.88279,51.28485,85.71366,113.7206,134.9162,4.948771,5.330218,5.618032,5.612768,5.732851,13.7543,50.71884,109.0003,83.84087,129.2801,2.417575,2.618626,2.6059,2.640081,2.706127,21.11892,19.37987,20.00082,19.17192,18.87045,0.8040156,0.9786199,0.969703,0.9610784,0.9387619,STARFORMING,0.05474813,1.06e-05
18.32058,17.1844,16.73413,16.43885,16.30844,46.96399,133.7331,202.465,265.7411,299.6534,16.40767,5.283018,5.755632,5.709487,5.431559,46.80441,134.2339,273.4801,206.6076,291.1618,2.496124,2.571712,2.71021,2.674762,2.538888,20.23371,18.89386,19.16173,18.66071,18.46203,0.4666948,0.4485845,0.4583677,0.4444231,0.4321339,STARBURST,0.05598922,6.5e-06
21.41098,20.28451,19.21033,18.88747,18.61549,2.719326,7.693698,20.6944,27.86085,35.77807,2.969802,4.422468,3.576698,4.040748,3.957486,8.364058,8.277167,27.3679,21.0944,32.39308,3.82647,1.956135,1.728529,1.826648,1.582864,22.92938,20.53464,21.62086,20.18287,19.97941,0.7204692,0.4375409,0.4980142,0.4588187,0.4102095,STARFORMING,0.3042619,1.56e-05
21.3781,20.23756,19.06124,18.5639,18.16387,2.803384,8.033835,23.74069,37.53458,54.24629,4.9997,3.822583,3.133128,3.224877,3.358784,3.834739,9.374881,35.91299,23.07521,51.33939,1.840243,1.771006,1.420652,1.48191,1.402446,22.73067,20.36245,21.60618,19.91666,19.50714,0.5998385,0.5411376,0.576357,0.5969633,0.5733001,STARFORMING,0.2988761,2.73e-05
22.73214,22.59266,21.48408,21.23268,21.41102,0.7832327,0.9093708,2.54335,3.203038,2.525555,1.634986,2.054997,2.292133,1.81062,1.766363,0.6236368,0.6278039,3.555125,2.270426,1.172094,0.8772371,0.7972469,1.07465,0.9229021,0.7416767,23.15139,22.1577,22.99687,21.86628,22.0951,0.6658829,0.1622301,0.2205259,0.8499457,0.05,STARBURST,0.3504307,2.57e-05
19.39705,18.23503,17.84841,17.61721,17.45893,17.42425,50.81441,72.54973,89.76649,103.8496,7.019862,7.299294,7.312604,7.456266,7.337465,17.52718,48.08715,83.56693,66.27728,70.37455,3.812142,3.519022,3.447997,3.508235,2.700276,21.50757,20.77979,21.11081,20.72146,20.16261,0.4218624,0.5704875,0.4999978,0.4999965,0.4640555,STARBURST,0.03704728,1.26e-05
19.50303,18.48632,17.77106,17.42227,17.16773,15.80352,40.31523,77.90653,107.4212,135.799,6.371172,5.267586,4.477127,4.806684,4.676137,20.9187,44.07362,105.884,83.48752,131.6596,2.857497,2.397787,2.011109,2.222791,2.016526,21.40225,19.74288,20.25967,19.44958,19.02735,0.7104494,0.7756099,0.7240055,0.7653856,0.8876812,STARBURST,0.2147424,1.4e-05
19.05126,17.80383,17.54588,17.35053,17.29696,23.9596,75.59045,95.86224,114.7593,120.5592,6.929565,8.008352,7.027773,7.991404,6.454391,23.57274,78.22358,97.8151,92.11795,103.81,3.773943,3.985591,3.175257,3.642655,3.170381,21.50806,19.97974,20.44527,19.87351,19.76774,0.6531472,0.7147759,0.7165692,0.6919361,0.6337108,STARFORMING,0.0421975,7.39e-06
18.61201,17.64051,17.30857,17.04627,16.9207,35.90778,87.86059,119.2805,151.8768,170.4953,5.646082,5.699864,5.473294,5.6738,5.51975,35.9588,85.91228,142.9158,115.0931,138.4073,2.738507,2.72231,2.59815,2.652724,2.303184,20.36584,19.22836,19.4767,18.97655,18.73405,0.3885251,0.3869596,0.3839,0.3821046,0.3959356,STARBURST,0.07334469,5.9e-06
21.66137,20.66692,19.39768,18.84963,18.41109,2.155924,5.408942,17.41439,28.84898,43.19521,2.552042,2.662667,2.484561,2.614329,2.355881,2.169189,5.388366,28.09926,17.71435,43.18053,1.3422,1.215324,1.115159,1.217067,1.164001,22.28244,20.24268,21.36049,19.65436,19.12658,0.3532583,0.6721892,0.7725299,0.8216777,0.7538693,STARFORMING,0.461877,3.42e-05
17.47884,16.44356,15.95808,15.69922,15.47146,101.9679,264.5925,413.7783,525.1858,647.7624,3.455993,4.032325,4.622205,4.448635,4.612375,97.18282,268.4398,555.9092,433.2311,673.4752,1.811567,1.994859,2.218529,2.167589,2.136271,18.44742,17.18768,17.66558,17.03497,16.80006,0.6538228,0.6693406,0.6814563,0.6466682,0.6592019,STARBURST,0.02655665,6.38e-06
19.0681,17.51513,16.63446,16.2216,15.88209,23.59081,98.61623,221.9295,324.6081,443.7762,6.106356,5.131151,4.635632,4.988989,4.205705,23.85738,82.99561,260.2716,182.8098,331.5237,2.676205,2.304247,2.097048,2.217937,1.942313,20.79095,18.36317,19.33493,17.9519,17.55611,0.6577675,0.6153283,0.6153922,0.6163703,0.6250154,STARFORMING,0.0913562,1.37e-05
19.46523,18.18315,17.44967,17.0246,16.74259,16.36341,53.30154,104.7445,154.9386,200.8901,6.526627,5.070363,4.553359,4.820443,4.22284,20.14289,54.37041,149.6521,104.4967,170.6593,2.887747,2.278032,2.074782,2.196677,1.784232,21.24327,19.43631,20.00493,19.05984,18.60659,0.329349,0.3564248,0.3611227,0.3775001,0.3758516,STARFORMING,0.08357219,8.09e-06
18.64324,16.88197,16.20905,15.80493,15.52677,34.88984,176.6901,328.3838,476.4595,615.5873,6.301183,7.759201,7.128551,7.31426,6.807832,32.38299,182.208,453.6685,324.1373,544.7385,3.088254,3.547457,3.156684,3.336495,2.996248,20.7229,18.21758,18.94232,17.82565,17.4809,0.3314699,0.3304162,0.3279457,0.3309434,0.3307053,STARFORMING,0.06694752,8.82e-06
21.32089,20.84611,20.49514,20.35831,20.3021,2.955776,4.585505,6.335629,7.184589,7.498829,1.16846,1.220342,1.206104,1.18937,1.225074,2.201191,3.645237,6.64138,5.688982,7.030998,0.6098055,0.629415,0.6199085,0.6138029,0.6115412,21.40956,20.77474,20.98677,20.69302,20.65926,0.187605,0.05949804,0.8800539,0.9982974,0.7866036,STARBURST,0.0337682,6.51e-06
19.92448,18.42707,17.72167,17.3341,17.08647,10.7185,42.57651,81.53223,116.5086,146.3522,4.619763,4.427576,3.985514,4.180707,4.07473,12.32267,41.37466,108.3559,78.89105,138.9239,2.335833,2.183001,1.993806,2.087058,1.984751,21.228,19.14316,19.83526,18.83339,18.68516,0.6604169,0.682707,0.6979474,0.7066367,0.7348514,STARFORMING,0.1001335,1.79e-05
22.01547,20.88823,19.71195,19.23311,18.76327,1.549931,4.410919,13.03711,20.26391,31.22117,3.27007,3.167029,2.878501,3.469468,2.944861,1.85732,4.526925,20.29294,14.29511,28.54742,1.602435,1.394267,1.397941,1.496085,1.22024,22.92126,20.82429,21.91577,20.42128,19.93042,0.1999957,0.4573073,0.5192205,0.5709531,0.6144878,STARBURST,0.322722,2.4e-05
18.68724,17.16366,16.5909,16.28472,16.01571,33.50403,136.312,231.0152,306.2757,392.3854,7.091335,7.134797,6.512032,6.976594,6.717361,37.90292,147.3821,317.4097,248.3531,398.087,3.391572,3.281796,3.062021,3.206256,3.033052,20.61275,18.5647,19.1184,18.33006,18.01643,0.5221437,0.5387686,0.5407311,0.522372,0.5176514,STARFORMING,0.03871976,8.98e-06
18.70406,17.44171,16.85379,16.47942,16.2944,32.98908,105.5154,181.3364,255.9956,303.5551,8.928712,7.584709,6.429219,6.872437,6.039447,40.50858,113.7813,250.3241,180.0276,272.3952,3.90819,3.537078,3.04504,3.169869,2.760753,20.56908,18.6418,19.34877,18.39534,18.07937,0.5770169,0.5703818,0.5591967,0.5699785,0.5633994,STARFORMING,0.08474136,1.09e-05
19.55509,17.98806,17.14689,16.62704,16.29015,15.06358,63.79337,138.4348,223.4515,304.7461,8.396271,7.947993,6.67663,7.077847,6.54653,16.26094,68.40282,207.3073,132.1317,263.1764,3.832884,3.561708,2.930591,3.090676,2.667738,21.68592,19.32468,20.1798,18.69753,18.3539,0.2462727,0.2602887,0.2781859,0.2809552,0.3101718,STARFORMING,0.1065506,1.28e-05
21.44907,21.05671,20.47341,20.10147,20.41793,2.625088,3.776327,6.463787,9.104243,6.724497,1.868093,1.82515,1.983577,1.885315,1.623234,1.96714,3.250794,8.360227,5.791312,4.544949,1.020348,1.054976,1.033072,1.03675,0.7620776,21.90174,21.37544,21.8136,20.97429,20.87261,0.09237628,0.7569916,0.8382009,0.6535028,0.1065912,STARFORMING,0.09545486,2.2e-05
18.93274,17.59972,17.03029,16.66658,16.47193,26.72339,91.22458,154.1292,215.4602,257.765,7.941369,4.395772,4.095793,4.159859,3.994088,33.48261,93.38354,219.0151,157.5926,258.4087,2.47181,2.204474,2.005616,2.032647,2.010464,20.61713,18.7448,19.16583,18.41407,18.01915,0.7186472,0.7432367,0.7445855,0.7628394,0.7676936,STARFORMING,0.07630862,9.8e-06
19.62817,17.90016,16.9606,16.48956,16.13353,14.08278,69.17281,164.3469,253.615,352.0365,6.905458,5.538233,5.184367,5.417795,4.86505,15.39416,71.24104,248.6297,168.2923,340.0704,2.814345,2.508956,2.296281,2.443985,2.256066,20.97236,18.56229,19.50563,18.09338,17.69519,0.3058741,0.3408157,0.3537154,0.3568906,0.3554735,STARFORMING,0.1201352,1.82e-05
19.11338,17.69457,16.91302,16.51871,16.23893,22.62729,83.59291,171.7092,246.8972,319.4673,5.763882,6.179705,5.293287,5.73091,4.732139,23.3905,77.67673,205.9385,149.3967,248.2559,2.766938,2.646636,2.256307,2.399463,2.053286,20.68845,18.53359,19.35523,18.15866,17.87915,0.7931672,0.9765376,0.9711183,0.9216623,0.9999163,STARFORMING,0.111952,1.44e-05
19.51617,18.00739,17.62606,17.2898,17.23681,15.61336,62.66755,89.03796,121.3612,127.427,2.565304,15.31404,3.170848,3.131804,2.956179,13.18978,60.50063,113.8087,84.75986,111.9102,1.443955,1.700957,1.592684,1.640569,1.544467,20.69266,19.01496,19.28216,18.83522,18.64473,0.6645191,0.799702,0.7646476,0.752795,0.7642304,STARBURST,0.0794468,6.51e-06
18.66164,17.10453,16.33934,15.86752,15.51358,34.30334,143.9425,291.2495,449.7701,623.1147,7.570228,6.928574,6.329905,6.612861,5.648369,28.63563,119.4082,341.7945,232.16,438.1447,3.005576,3.066064,2.778704,2.96866,2.545297,20.64338,18.23175,19.26418,17.87091,17.59186,0.4444738,0.3942215,0.4163305,0.39118,0.3800119,STARFORMING,0.04209424,7.75e-06
20.76083,20.05102,19.9157,19.41803,19.73526,4.958189,9.540121,10.80602,17.08986,12.71842,3.339586,3.0,5.709363,4.903091,3.708126,3.886833,10.4111,24.09211,14.83435,6.627632,1.045051,1.466806,1.988246,1.962093,0.7612404,21.50105,21.15592,21.10987,20.72295,20.78906,0.3569011,0.5681625,0.5341363,0.627889,0.3157632,STARBURST,0.08039474,6.43e-06
19.82487,18.25558,17.40546,16.95595,16.64151,11.74869,49.86172,109.0975,165.0516,220.4921,5.259876,4.763804,4.357179,4.498439,16.02702,11.61426,44.20917,130.7158,89.99569,159.2029,2.359276,2.213519,1.989809,2.10123,1.671713,21.13135,18.58294,19.58257,18.16313,17.96952,0.4664517,0.5617671,0.5285248,0.4904797,0.4557754,STARFORMING,0.09086329,2.35e-05
18.96187,18.05859,17.79171,17.55706,17.51183,26.01598,59.78098,76.43922,94.88026,98.91119,3.524182,4.283367,3.925084,4.665704,4.374967,25.98789,63.27675,99.20052,85.47812,101.195,1.839024,2.035849,1.90605,2.115747,1.93054,20.27262,19.18938,19.24423,19.15186,18.98102,0.4021708,0.4413685,0.456382,0.4684054,0.4800687,STARBURST,0.07758295,5.23e-06
19.10836,18.08772,17.58739,17.26109,17.13116,22.73205,58.19847,92.26651,124.613,140.4511,5.17998,5.26711,5.251419,5.423137,5.041955,20.92072,55.35206,120.075,88.66414,114.3424,2.451273,2.58083,2.563215,2.570617,2.243581,21.05462,19.60083,20.02839,19.27301,19.1287,0.8961608,0.8304553,0.8372246,0.8273115,0.8896281,STARBURST,0.1110814,8.55e-06
18.4457,17.21468,16.7786,16.52651,16.3281,41.85205,130.0551,194.3384,245.129,294.2788,7.616382,7.508843,7.614012,7.587558,7.794383,40.91716,132.1146,254.7755,203.5787,319.284,3.305055,3.435163,3.520168,3.518549,3.690606,20.49159,18.9856,19.41754,18.82048,18.5909,0.2336765,0.3316356,0.3657252,0.3745422,0.3592204,STARBURST,0.02886939,5.49e-06
18.31658,16.94374,16.33864,16.00098,15.75635,47.13726,166.919,291.4355,397.7471,498.2642,8.221943,7.384094,6.904991,7.188258,6.535566,52.54118,164.7343,373.2156,280.7943,453.3415,3.960859,3.614273,3.392646,3.523844,3.309104,21.12598,18.8942,19.68956,18.50444,18.30344,0.5002127,0.4109079,0.4237764,0.4375707,0.4409974,STARFORMING,0.05628588,1.06e-05
19.18695,17.94666,17.18588,16.63031,16.38337,21.1447,66.27276,133.5512,222.7806,279.6726,4.626642,5.077049,4.335127,5.037474,4.32707,22.03484,72.38703,227.442,143.2618,264.1079,2.160266,2.248106,2.066247,2.232109,1.914465,20.47962,18.64689,19.50846,17.99066,17.8328,0.5646188,0.6036125,0.6032611,0.6045246,0.5831892,STARBURST,0.1161846,1.02e-05
17.69985,16.23211,15.52644,15.14806,14.86476,83.18754,321.4831,615.7756,872.5223,1132.655,8.983738,8.331349,7.328024,7.745586,6.907397,99.9067,342.5226,863.1801,610.5113,1065.542,4.276722,3.881676,3.359837,3.54269,3.087919,19.85811,17.27495,18.27459,17.07611,16.78992,0.4151456,0.4222551,0.4243077,0.4392956,0.4285746,STARFORMING,0.0526379,8.86e-06
19.01902,17.72036,17.07177,16.71855,16.44397,24.68197,81.63136,148.3512,205.3897,264.49,8.884168,6.470441,6.557952,6.334737,6.055971,29.45486,84.30769,215.6509,156.9583,264.5888,3.520871,3.030984,3.079498,3.06876,2.976562,20.98223,19.27456,19.73599,18.98443,18.59074,0.5012901,0.6170133,0.6405225,0.6531217,0.6300223,STARFORMING,0.02741056,1.34e-05
