u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,redshift_err
19.9908,18.32411,17.39272,16.89376,16.49718,10.08314,46.81178,110.3857,174.7816,251.8402,3.788563,5.002264,4.86279,5.063748,4.901425,10.09907,50.14877,181.8802,116.6052,261.0359,2.041897,2.196398,2.077142,2.110656,2.079473,21.04924,18.68309,19.48779,18.17302,17.79016,0.3534726,0.3277713,0.3234262,0.343502,0.3322341,0.08895115,1.33e-05
18.73892,19.49672,18.30817,19.03026,20.96796,31.94652,15.89633,47.50398,24.4272,3.966763,2.969921,2.969736,2.969661,27.9252,0.9807067,14.91556,1.868061,0.3439381,26.89874,0.3908152,7.177847,0.9989504,0.3405572,9.287923,0.5986043,21.83167,23.05119,22.24405,22.53783,21.95356,0.228345,0.8425357,0.3156117,0.3474337,0.09390781,0.02163292,6.88e-06
20.37032,18.25875,17.28758,16.78691,16.4824,7.107261,49.71617,121.6092,192.8568,255.2921,3.177928,5.166924,4.625279,5.080383,3.90328,4.578352,41.12985,147.2914,95.90861,169.833,1.593492,2.431858,2.237384,2.375718,1.90935,21.71225,18.81562,20.00039,18.41815,18.1288,0.5001847,0.6199951,0.6575199,0.6076278,0.5579006,0.1356443,1.8e-05
19.26085,18.18258,17.52506,17.19641,16.98335,19.75331,53.32916,97.71776,132.2622,160.9353,4.729049,3.658393,3.683381,3.637271,3.658718,24.15096,52.12775,126.1992,93.83475,156.0116,2.279801,1.867931,1.817012,1.83915,1.811998,20.69298,19.19434,19.82937,18.90946,18.74539,0.8686258,0.9322991,0.9307855,0.9091098,0.8492646,0.1751955,1.69e-05
19.69786,18.29834,17.65947,17.27435,17.02747,13.20706,47.93628,86.34014,123.0996,154.5259,3.056306,2.635172,2.589636,2.535581,2.712936,12.91042,41.77266,111.6987,77.54657,142.2423,1.429977,1.247047,1.198407,1.182214,1.242417,20.38134,18.50881,18.99925,18.1244,17.83208,0.653846,0.7174519,0.7541211,0.7894405,0.8522542,0.06733712,9.26e-06
18.56179,16.86585,16.01187,15.48892,15.13433,37.60784,179.3331,393.778,637.4319,883.6258,7.835982,7.959531,7.126466,7.408802,6.667039,37.47164,192.2085,613.9683,388.054,818.9893,3.341365,3.702412,3.205359,3.268527,3.023798,20.70877,18.22689,19.07767,17.65143,17.17317,0.3145417,0.3286093,0.3352135,0.325729,0.3355851,0.06923205,7.92e-06
19.36362,17.95381,17.16478,16.75861,16.46703,17.96901,65.838,136.1724,197.9496,258.9308,6.130979,6.147676,5.982248,6.232109,5.684377,18.44345,62.5104,180.4796,126.1478,210.2014,3.196309,3.019557,2.880533,2.942788,2.603686,21.06376,18.94221,19.732,18.56771,18.20612,0.332394,0.4084361,0.3993724,0.3942201,0.3524838,0.1095984,1.98e-05
21.90417,21.46834,20.21642,19.45571,19.17429,1.71981,2.583083,8.191042,16.50692,21.36793,27.91909,2.88162,2.41441,2.755436,7.821282,2.191721,1.654177,14.01328,7.392479,23.15893,1.756176,0.9722807,1.204923,1.334531,1.556227,22.52402,20.81677,22.06077,20.06743,19.78905,0.1998986,0.8536593,0.880047,0.9840365,0.8628387,0.5084936,6.75e-05
22.03606,20.82122,19.75666,19.30884,19.16476,1.520334,4.691946,12.51108,18.89838,21.55679,1.188526,2.774986,2.57877,2.148969,1.36644,0.6544071,4.485844,16.97844,11.29911,14.23744,0.4691438,1.157704,1.046491,1.037955,0.7000691,22.43308,20.71748,21.6445,20.23399,19.95909,0.1955243,0.8395723,0.965602,0.9996794,0.9069714,0.3065799,1.55e-05
18.72238,17.44666,16.82137,16.43765,16.1516,32.4369,105.0354,186.8327,266.0358,346.2233,7.46014,6.409611,6.134729,6.40784,6.063254,38.98166,106.0766,242.4457,178.8487,310.4053,3.899217,3.273708,2.928504,3.070393,2.829177,20.61765,18.78762,19.61757,18.34082,18.04163,0.4596591,0.5200615,0.5095461,0.5120577,0.4837947,0.09919374,1.16e-05
18.47865,17.24135,16.79024,16.52697,16.40423,40.60085,126.899,192.267,245.0267,274.3496,27.91525,11.53615,10.71454,11.2664,9.927593,46.124,128.8856,238.6951,197.0475,237.9368,5.697703,5.132541,4.745584,5.089468,4.230264,21.36308,19.90251,20.14365,19.56971,19.13332,0.6088858,0.6398505,0.62713,0.645862,0.6385342,0.03388667,1.77e-05
19.66714,18.33305,17.73053,17.38089,17.17348,13.58627,46.42787,80.86961,111.5944,135.0816,4.810867,4.453014,4.073363,4.507392,4.777649,12.33936,41.63589,100.3241,76.73014,120.213,2.157292,2.228475,2.171381,2.284156,2.249338,21.40156,19.94131,20.09923,19.62448,19.07197,0.5215644,0.5498661,0.5500042,0.5464693,0.4982488,0.08579312,8.31e-06
17.48613,16.32876,15.84275,15.57391,15.37877,101.2859,294.0996,460.1521,589.4373,705.4913,8.111137,9.487065,9.873748,9.83569,8.718864,94.81521,297.5478,611.4146,471.2099,680.6026,3.684479,4.055451,4.05302,4.094277,3.628515,19.30771,17.93822,18.40734,17.84483,17.65034,0.2039641,0.2254679,0.235101,0.2530285,0.2617163,0.03192167,6.01e-06
18.48092,17.3595,16.7358,16.37785,16.12518,40.51607,113.8145,202.1532,281.1006,354.7518,9.510053,7.509353,7.040154,7.218149,6.711227,53.91223,120.9238,269.6364,201.2942,321.2594,4.645721,3.852912,3.447371,3.58483,3.280534,20.95218,19.38907,19.88544,18.87584,18.57277,0.6760448,0.6105639,0.6283977,0.6355256,0.6309302,0.08707834,8.53e-06
19.26831,18.19541,17.68839,17.3332,17.27482,19.61798,52.70312,84.07024,116.6056,123.0426,6.999159,5.79287,5.3221,5.741797,4.719514,19.97414,52.6068,109.1819,81.14343,56.98076,3.065836,2.84919,2.703931,2.743792,1.394183,21.04602,19.81405,20.19419,19.43756,19.01553,0.3074268,0.3291643,0.3260406,0.3346609,0.353731,0.09007677,8.44e-06
19.62126,18.31462,17.80271,17.48546,17.29098,14.17278,47.22268,75.66831,101.3475,121.2249,4.791861,5.138878,4.575336,4.993687,4.187021,13.31947,46.9276,91.56232,72.79647,104.5561,2.123454,2.368182,2.076582,2.240865,1.907808,21.13851,19.46071,19.92732,19.1478,19.00474,0.4500145,0.3654185,0.3733842,0.3783331,0.4185594,0.09243319,8.07e-06
18.97883,17.67176,17.127,16.76168,16.59372,25.61271,85.36832,140.9944,197.3902,230.4139,7.100424,6.33801,5.795626,5.932459,5.674783,28.57583,85.61897,189.0956,134.0941,203.0348,3.569207,3.074942,2.87996,2.848145,2.588374,20.90413,19.32271,19.81529,18.93213,18.91707,0.391201,0.4675577,0.5313515,0.5503665,0.5226149,0.07007191,1.42e-05
19.28106,18.23602,17.6434,17.26608,17.16504,19.38899,50.76822,87.62726,124.0412,136.1349,4.948973,5.190843,4.859246,5.094273,4.960686,20.48118,51.21202,112.9064,83.01665,107.1293,2.545308,2.585647,2.335265,2.411868,2.052567,21.91092,20.16092,20.61798,19.67527,19.1426,0.8686733,0.9380488,0.9189991,0.873819,0.7755604,0.167172,1.22e-05
18.96125,17.69332,17.08775,16.73421,16.51742,26.03088,83.68985,146.1842,202.4497,247.1893,6.060634,6.068782,4.762485,5.010119,4.426855,29.89952,84.9388,180.3121,132.6723,214.947,2.727648,2.65217,2.181914,2.252195,2.175353,20.47058,18.49479,19.24963,18.20107,17.94452,0.8593993,0.9101317,0.90894,0.9548826,0.9719206,0.09855906,9.3e-06
18.82367,17.45317,16.75699,16.31744,16.08548,29.54763,104.4076,198.245,297.1822,367.9646,14.13825,9.566818,8.3819,9.24274,7.397121,38.99137,102.5164,273.4569,192.2679,265.7078,5.778563,4.14391,3.734009,4.051836,2.883629,21.17053,19.12944,19.88228,18.69791,18.31482,0.2003352,0.2429921,0.2566649,0.2600353,0.2508592,0.07635596,1.36e-05
21.81687,21.60225,21.44063,21.48685,22.55375,1.865638,2.282579,2.647647,2.529757,0.3763113,1.772436,1.629079,1.227784,1.350227,0.6479328,2.074733,2.189254,1.917734,2.352272,0.2788723,0.8688215,0.8104115,0.5716147,0.6782852,0.4146962,21.82373,21.4503,21.60909,21.50126,22.5382,0.4993099,0.9997855,0.999646,0.1487985,0.2166566,0.3742693,1e-05
19.02283,17.83502,17.35595,17.10593,17.05733,24.59534,73.44997,114.1879,143.7559,150.334,5.490189,5.407623,5.08116,5.2619,4.636162,22.41962,72.33919,130.1329,109.2262,124.025,2.480513,2.735603,2.481739,2.621361,2.24849,20.95333,19.49676,19.8006,19.26716,18.84993,0.7628795,0.8154158,0.8663589,0.8001775,0.8276829,0.07790933,9.15e-06
19.32769,18.127,17.49604,17.13809,16.93112,18.5737,56.13055,100.3655,139.5601,168.8662,3.514659,3.31973,3.009777,3.09829,2.642826,17.61583,50.7835,124.3423,89.06235,142.8718,1.595127,1.543908,1.411218,1.486936,1.323792,20.17834,18.37975,19.0255,18.07839,17.88257,0.558807,0.519725,0.5343758,0.5245158,0.472679,0.06626172,5.75e-06
19.39188,18.14449,17.54193,17.20772,16.96955,17.50741,55.2337,96.21193,130.8914,162.9945,8.650245,7.570216,7.230895,8.092976,6.957993,21.79165,58.32391,133.4382,98.42542,163.6208,4.363641,3.704013,3.566265,3.588378,3.5008,21.70269,19.64677,20.44078,19.22347,19.03035,0.6635156,0.773977,0.7452732,0.8093673,0.7222633,0.1002754,1.16e-05
18.20218,16.91417,16.30835,15.97389,15.83238,52.37487,171.5272,299.6819,407.7958,464.5654,11.11735,9.632607,10.1617,10.30458,9.303293,60.31248,152.9555,390.6178,280.7368,375.8129,5.830132,4.696199,4.957429,4.911945,4.225634,20.69835,18.80717,19.53813,18.53353,18.38085,0.6498848,0.6910338,0.6661417,0.7386773,0.7235106,0.06865957,1.36e-05
22.23532,21.78107,22.00311,21.89746,20.49624,1.260701,1.934797,1.571244,1.72327,6.244943,1.909382,0.9463031,0.5633027,0.6129425,1.306124,1.060707,1.294759,0.9453622,0.9106831,5.160336,0.8028637,0.4642682,0.2640046,0.2908449,0.6440933,22.15847,21.82667,21.66817,21.68951,20.51973,0.05,0.05,0.05,0.05,0.166494,0.110766,1.53e-05
22.25779,21.45885,20.3401,19.63897,19.19859,1.234245,2.60581,7.308753,13.94252,20.89395,3.777449,2.733021,3.29143,2.98685,2.661041,2.069007,2.773048,15.2148,7.44756,24.0533,2.017676,1.396817,1.55351,1.371297,1.415783,22.83494,20.94639,22.04366,20.24247,19.81376,0.3643355,0.5312415,0.4353947,0.5135588,0.4848591,0.5050086,7.28e-05
19.25502,17.80718,17.24197,16.92335,16.65479,19.85966,75.35788,126.8268,170.0823,217.8101,4.69882,5.057745,4.689193,4.757561,4.989841,20.3263,74.30945,153.1209,120.6938,200.2735,2.589409,2.538779,2.232592,2.367407,2.292023,20.99439,19.32156,19.64467,19.00531,18.67269,0.8359236,0.6768277,0.6808373,0.661041,0.6815315,0.04012359,1.2e-05
19.64639,17.82535,16.98029,16.51918,16.15979,13.84834,74.10696,161.3922,246.7903,343.6234,27.92351,8.907377,7.466304,7.901995,7.847694,13.54559,79.93723,246.1011,160.1742,316.1053,3.490927,3.968743,3.504667,3.533075,3.283926,21.87995,19.49932,20.2992,19.14487,18.639,0.1857614,0.2174377,0.2226639,0.2352492,0.2336827,0.08652832,1.95e-05
21.07258,20.58595,20.10912,20.01906,19.72144,3.718385,5.827934,9.042239,9.822662,12.88242,4.57653,2.152837,1.931592,1.757137,1.636719,3.902613,6.182169,9.455728,9.163084,12.53689,1.081501,0.996497,0.9514546,0.9376904,0.8626243,21.04897,20.13025,20.61027,20.05025,19.74394,0.05084203,0.5177307,0.999518,0.7353112,0.09002624,0.3449713,1.33e-05
17.30747,15.64868,14.78522,14.34158,13.98651,119.4019,550.2115,1218.742,1833.866,2543.302,106.7521,12.15217,11.48043,11.85596,10.8608,143.4268,544.6452,1627.136,1138.561,2131.142,6.668738,5.60276,4.907807,5.207147,4.568512,19.16462,16.842,17.67434,16.29856,15.95328,0.563796,0.5753431,0.5900046,0.5756347,0.6355703,0.03032504,1.3e-05
18.82149,17.57231,16.92113,16.55447,16.32113,29.60689,93.55656,170.4305,238.8983,296.1718,5.077952,5.019231,4.969017,5.215229,4.864805,30.14457,90.80018,231.0317,169.1583,267.4234,2.585996,2.489984,2.46855,2.527759,2.339095,20.51584,18.75698,19.31212,18.30979,17.89289,0.4371426,0.5595769,0.560755,0.5539542,0.5465345,0.07262106,8.93e-06
19.51079,18.15569,17.63439,17.36941,17.24587,15.6909,54.6666,88.35732,112.7804,126.3677,18.02159,8.001867,7.418591,8.202542,7.4264,16.50245,55.92278,107.384,90.08482,112.5216,3.733399,3.718487,3.30174,3.60375,3.185633,21.31122,19.93018,20.16631,19.65031,19.32339,0.686981,0.5953603,0.5896308,0.6157305,0.5679693,0.04568872,1.02e-05
18.75588,17.25148,16.49908,16.08559,15.83531,31.45128,125.7206,251.4012,367.9297,463.3128,9.021091,7.218688,7.184801,7.22102,6.940886,27.90149,99.1263,281.54,199.2943,341.6032,3.862218,3.272362,3.152881,3.23997,3.02994,20.58826,18.50715,19.15861,18.11146,17.83659,0.3444943,0.418419,0.4148561,0.4154408,0.4246766,0.07710622,9.31e-06
18.26323,17.125,16.68319,16.40125,16.2633,49.51118,141.2535,212.1899,275.1064,312.375,11.07445,10.54257,9.713608,9.602671,9.785817,57.57962,151.928,288.7078,220.7008,303.5958,5.138487,4.812145,4.637731,4.602418,4.290358,20.94634,19.64006,19.90485,19.32544,19.08635,0.7669202,0.784301,0.7904673,0.7781711,0.755052,0.05124042,1.02e-05
19.55364,17.81925,16.92321,16.3766,16.0171,15.0837,74.52483,170.1043,281.4239,391.8845,2.969548,5.544102,4.852521,5.504915,4.408633,15.3033,56.07483,204.238,130.9209,255.2555,3.314965,2.400361,2.204945,2.380788,1.966625,21.38788,18.90437,19.6834,18.31852,17.78652,0.5060076,0.4717017,0.4801277,0.4729826,0.5590532,0.06083246,6e-06
20.1298,18.73239,18.08536,17.3467,17.36204,8.870948,32.13963,58.32505,115.1642,113.5443,4.931071,4.473772,4.724584,4.008426,3.300747,10.4925,33.61658,128.2046,56.95422,96.5911,2.406545,2.031172,2.078733,1.806042,1.505228,21.85011,19.69624,20.37881,19.21775,19.02555,0.1999937,0.288017,0.282224,0.3080688,0.2892866,0.1014871,1.15e-05
18.97314,17.70697,17.1519,16.77386,16.56923,25.74727,82.64413,137.7969,195.1891,235.6697,5.57554,5.784086,5.413846,5.528852,5.189955,28.47485,80.75858,183.1459,129.5114,208.2335,2.926752,2.839604,2.657354,2.696083,2.545631,21.25936,19.34487,20.06679,19.1361,18.82383,0.6941456,0.6320608,0.5909072,0.5763854,0.5953936,0.1015086,8.07e-06
22.72698,20.99475,19.53994,18.79599,18.45692,0.7871948,3.998363,15.27555,30.31013,41.4087,0.9734901,2.446392,8.980958,3.493927,3.888782,2.502987,3.447501,25.7536,14.09873,33.39871,3.736716,1.473241,1.404741,1.488142,1.307761,23.04618,20.46421,21.70262,19.66944,19.30549,0.1763518,0.9996623,0.5777762,0.5870624,0.7843528,0.4710822,5.93e-05
23.02407,22.95892,22.38815,22.13264,21.02135,0.5853602,0.6429272,1.095518,1.379534,3.76328,1.059772,7.359801,0.7053871,1.732046,1.726614,0.6674157,0.9354256,0.1047767,1.386655,5.264173,0.5833974,0.9720382,0.1428986,0.8576881,0.7773411,22.9698,22.68111,23.15454,22.38814,21.52205,0.05,0.2999083,0.05109278,0.07167247,0.4500024,0.2305477,2.3e-05
19.29841,18.01541,17.36402,17.00181,16.7823,19.08148,62.20619,113.342,158.2253,193.6747,3.698924,3.431123,3.542532,3.504727,3.617337,19.79237,63.22293,165.2829,118.6185,203.8464,1.731687,1.724159,1.720403,1.710936,1.76234,20.53155,18.84502,19.31206,18.49807,18.10322,0.8114556,0.808792,0.8344238,0.8234302,0.8428945,0.1198442,9.26e-06
18.25868,16.59976,15.78017,15.32056,14.96424,49.71924,229.1378,487.4525,744.35,1033.484,7.684231,8.049443,7.723999,7.787334,7.215657,56.25385,233.9453,732.0419,488.6943,923.58,4.209762,3.729323,3.626497,3.69397,3.230651,20.3356,17.84277,18.74179,17.33236,17.07535,0.2469943,0.281449,0.309603,0.2900229,0.2880383,0.04799876,1.46e-05
17.30511,15.50834,14.63628,14.16208,13.79978,119.6613,626.1307,1397.944,2163.548,3020.55,10.95609,14.80879,13.18914,13.86762,11.13136,74.01386,405.0952,1215.245,839.4625,1490.677,6.120206,6.524914,5.810008,6.218028,4.931238,20.89577,18.31082,19.1573,17.77082,17.1104,0.3008011,0.3221195,0.3360338,0.3392439,0.3344255,0.03558431,9.19e-06
20.31221,18.63206,17.7275,17.24074,16.867,7.498321,35.25126,81.09567,126.9704,179.1393,6.325109,4.951599,3.20501,4.849661,4.669488,9.808237,36.61834,119.2543,82.32214,168.1674,2.983912,2.225843,1.9317,2.142725,1.934144,21.98784,19.40041,20.42366,18.95045,18.48718,0.1774638,0.274031,0.2755139,0.2653127,0.2677926,0.1101407,1.19e-05
19.99449,19.46917,19.09967,18.9076,18.96101,10.04891,16.30492,22.91509,27.34888,26.0162,5.709437,2.292038,1.598059,1.728151,1.868007,9.379331,16.2103,27.16828,22.49294,25.09703,0.9292074,1.093623,0.8804967,0.8816649,0.9137055,20.05269,19.20343,19.54782,19.02063,19.05488,0.2497599,0.9992238,0.822349,0.855059,0.05756983,0.222493,7.35e-06
19.27604,17.74451,16.96731,16.5916,16.29043,19.47885,79.83537,163.3343,230.8654,304.6658,6.561691,5.870258,5.639452,5.867983,5.561117,25.54614,82.00491,218.2788,153.7486,274.6291,3.603648,3.160052,2.925945,2.962996,2.841015,22.66446,19.49968,20.46265,19.19998,18.82939,0.649827,0.6500046,0.6243016,0.6069759,0.5691363,0.08144514,2.21e-05
19.13826,17.72294,16.98487,16.57284,16.28105,22.11466,81.4375,160.7141,234.8889,307.3108,4.753159,4.901735,4.598564,4.548695,4.740667,25.62477,85.20234,236.8951,163.5354,301.2146,2.390117,2.327539,2.104368,2.118197,2.042252,20.4313,18.48236,18.95351,18.06066,17.60469,0.375471,0.4245237,0.429391,0.4154128,0.4050427,0.08090465,8.94e-06
22.21954,21.84315,21.86984,21.94088,21.28955,1.279611,1.826803,1.778687,1.654233,2.86957,2.925912,0.9324632,0.9247274,1.104882,0.6108576,1.493544,1.473686,1.239533,1.545082,1.615385,0.8423318,0.5149808,0.4308337,0.5082598,0.3251853,22.19935,21.84987,21.84906,21.93752,21.25335,0.1438891,0.5169781,0.3442313,0.0741503,0.05,0.3693057,1.27e-05
19.60519,18.38024,17.75878,17.42563,17.17697,14.38409,44.453,78.79305,107.0893,134.6477,18.01532,6.343588,6.529947,6.507144,7.033338,19.80034,46.99745,109.2492,79.85854,138.9247,4.215356,3.350058,3.274349,3.256697,3.403394,21.37486,19.78943,20.28355,19.49524,19.1956,0.4364955,0.5956556,0.633503,0.6038482,0.560188,0.06077654,1.01e-05
19.05969,17.85687,17.33983,17.01894,16.86972,23.77429,71.98675,115.8953,155.7483,178.6913,5.149333,5.823151,5.48567,5.580435,5.644886,21.52593,69.28313,139.3305,107.8268,154.8593,2.61545,2.823714,2.614982,2.741522,2.527358,21.02545,19.49131,20.03726,19.24439,19.08194,0.711926,0.6681683,0.6284955,0.6328869,0.6429541,0.08892159,9.1e-06
18.20819,16.61245,15.85456,15.46163,15.18405,52.08608,226.4757,455.1722,653.6516,844.0709,4.559161,5.675618,5.453748,5.628815,5.511538,47.27252,212.1837,613.9423,430.4522,771.7175,2.104623,2.316288,2.277068,2.306628,2.153984,19.43734,17.0693,17.8981,16.75354,16.54387,0.9872358,0.9651938,0.9617215,0.9274409,0.9765931,0.06547583,1.11e-05
18.54683,16.87701,16.08706,15.65103,15.28409,38.12973,177.4984,367.4328,549.0193,769.772,10.98246,10.62829,9.882181,10.01414,8.687461,40.49136,147.6075,404.176,279.7249,486.5872,5.738235,4.775397,4.085082,4.277804,3.43686,21.26556,18.61953,19.4562,18.23676,17.85983,0.306559,0.2616782,0.2792292,0.3197255,0.3499524,0.05419906,1.14e-05
19.37804,18.19593,17.57295,17.25696,17.07658,17.73196,52.67758,93.5017,125.0881,147.6921,5.473791,4.994313,4.818252,5.081228,4.826766,18.53707,54.53312,124.2833,90.69041,141.6403,2.538517,2.491468,2.336895,2.324307,2.228678,21.34743,19.63592,20.51401,19.4248,19.18853,0.6487468,0.6079809,0.6238742,0.6048623,0.6169338,0.1348318,1.56e-05
19.05558,17.53906,17.29121,16.76685,16.39926,23.86444,96.46638,121.2032,196.4537,275.6082,9.524998,11.77221,10.6352,18.02081,27.91878,23.74593,120.41,212.722,113.4623,417.7113,3.820513,5.025875,4.428133,3.683799,6.393034,21.42575,19.63452,20.04331,19.21387,18.92003,0.2748111,0.2571301,0.2895494,0.2878755,0.2948081,0.03804972,8.52e-06
19.0896,17.85159,17.30564,16.95033,16.68343,23.12827,72.33769,119.6039,165.9085,212.1402,5.31353,5.879555,5.855952,6.004743,14.84868,16.82716,67.96334,161.2687,116.2205,227.0154,2.042938,2.679724,2.7472,2.741,3.009117,20.72124,19.24607,19.71325,19.05014,18.73063,0.2972996,0.2497517,0.2270568,0.2272157,0.2182991,0.0563156,8.32e-06
19.54429,17.94043,17.02106,16.58244,16.25676,15.21406,66.65408,155.4441,232.8225,314.2638,7.390364,5.284133,5.010525,4.976407,4.851519,20.85755,62.89202,201.3132,139.5611,257.3793,3.16374,2.168713,1.887672,2.038852,1.705936,21.14108,18.53269,19.58217,18.14205,17.90796,0.7111104,0.831313,0.8914803,0.8680602,0.9708448,0.1167911,1.89e-05
21.74685,21.33254,20.74822,20.59899,20.57568,1.991274,2.928019,5.017239,5.754124,5.791682,2.072507,2.195808,1.668276,1.650613,2.331012,2.03167,3.224455,5.711383,4.955579,7.908278,0.9617239,0.8997957,0.8132535,0.8612461,1.017251,21.83457,20.87216,21.43558,20.73934,20.76359,0.05,0.1481854,0.6072211,0.6465785,0.05,0.2680146,2.26e-05
18.9191,17.81711,17.2979,16.97371,16.80037,27.06125,74.67159,120.4585,162.3743,190.479,4.183892,4.0135,3.87566,4.041849,3.972322,29.80603,73.80869,157.4772,118.9973,178.8464,2.125677,2.045442,1.946629,1.967507,1.903236,20.5399,18.82523,19.21861,18.58113,18.30988,0.795376,0.7245377,0.7215582,0.7327968,0.7844947,0.138659,7.34e-06
19.9819,18.94822,18.56769,18.3002,18.13688,10.1662,26.34553,37.40411,47.85344,55.61232,5.86398,2.92934,2.919132,3.035566,2.891862,12.00984,25.45947,47.77249,38.12261,60.37202,1.686677,1.383471,1.397266,1.443575,1.49772,21.13542,19.97416,20.22094,19.7924,19.55351,0.4273893,0.357118,0.3841229,0.3992929,0.4316157,0.04265717,6.98e-06
19.32016,17.93139,17.28386,16.931,16.66564,18.703,67.21148,122.0266,168.8883,215.6449,13.62867,4.397151,3.621078,3.661124,3.616392,17.70497,57.49615,141.0038,101.6613,178.3605,2.008076,1.817102,1.650114,1.670175,1.609197,20.68519,18.88529,19.36978,18.60015,18.38052,0.6156513,0.5121664,0.5110009,0.5173781,0.5349015,0.05175593,1.01e-05
19.11689,18.03968,17.60073,17.22528,17.09627,22.55414,60.83138,91.14006,128.7915,145.0378,2.152278,2.303752,2.206819,2.276395,2.771781,20.04035,54.38026,116.277,83.49227,135.6355,1.057892,1.131943,1.034594,1.074005,1.156054,19.66972,18.48068,18.68844,18.07652,17.85315,0.8900703,0.7630608,0.7619467,0.7669686,0.7792338,0.06739618,7.51e-06
18.21501,17.09466,16.64741,16.39771,16.18143,51.75967,145.257,219.2991,276.0052,336.843,5.732916,5.967332,5.778562,6.012693,5.102649,53.44805,153.6343,290.4403,227.3533,334.6848,2.88025,2.884482,2.733386,2.832974,2.616405,19.73147,18.28373,18.70629,18.23198,17.94593,0.5958089,0.6417755,0.6550702,0.6115767,0.6024563,0.05032321,9.29e-06
18.92612,17.99524,17.76778,17.44025,17.37749,26.88675,63.37249,78.14249,105.6571,111.9396,2.871306,3.438699,3.396251,3.629292,3.638757,20.4739,53.72001,89.84959,68.59441,96.10358,1.507876,1.590154,1.552664,1.662834,1.65944,19.74677,18.85425,18.98264,18.58276,18.44712,0.4736361,0.644488,0.639428,0.6370345,0.6255992,0.07796928,6.09e-06
