u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,redshift_err
18.54753,16.975,16.17572,15.78555,15.51755,38.10495,162.1803,338.6207,485.0443,620.8401,3.454551,3.823983,3.987609,3.933861,4.020673,35.96552,144.1205,421.5447,296.0444,538.319,1.872716,1.842548,1.85717,1.828485,1.777171,19.93111,17.53533,18.30039,17.12164,16.9228,0.7440577,0.818156,0.8212388,0.8270491,0.859295,0.06427328,1.42e-05
20.55276,18.78124,17.92466,17.52232,17.20394,6.007022,30.72545,67.62899,97.96461,131.3445,2.455574,3.989246,3.370185,3.905791,4.178531,4.880351,30.59445,92.42157,67.25785,134.3438,1.230153,1.51413,1.405779,1.509822,1.653233,21.289,18.84453,19.62551,18.47279,18.10174,0.892938,0.7300445,0.72562,0.7600576,0.8194488,0.1056987,1.93e-05
21.86968,21.99311,21.4318,21.53255,20.79112,1.776053,1.589903,2.669355,2.424416,4.71212,43.7785,1.474044,1.378166,1.382749,1.201066,2.020695,1.298814,1.979275,2.140076,3.40624,1.077464,0.7490599,0.6629677,0.6753109,0.5821533,21.92637,21.45666,22.02728,21.56491,20.81862,0.2314212,0.09995076,0.05240073,0.0718063,0.05,0.2889541,1.91e-05
23.58993,21.86307,20.21605,19.43005,18.91388,0.3129753,1.793421,8.193855,16.9017,27.17234,2.970642,2.970392,3.245133,3.388403,3.207959,0.3505313,1.550538,17.17355,8.187283,24.52576,1.531825,1.276592,1.369654,1.385014,1.247955,23.83704,21.07934,22.56287,20.37355,19.71976,0.05,0.6521216,0.7167516,0.805002,0.3643811,0.4042223,0.000108178
19.59369,18.27612,17.39194,16.93424,16.59943,14.53723,48.92721,110.4647,168.3851,229.2056,5.436196,5.733955,5.22487,5.295756,4.358855,16.43514,56.79426,174.8227,117.2147,221.258,2.543272,2.740149,2.41763,2.482219,2.266773,21.39551,19.09876,20.12039,18.61746,18.21292,0.7380804,0.7902631,0.7683062,0.7622641,0.8421738,0.1715589,1.88e-05
17.8719,16.62641,16.31882,16.07675,15.91147,70.99675,223.5816,296.8059,370.9367,431.9265,9.256767,10.50756,10.95234,11.34729,11.33447,58.31898,217.7231,370.7405,297.8223,482.2656,4.06285,4.82293,4.90928,4.839382,5.519821,20.44812,19.18867,19.27831,18.96932,18.78311,0.8884151,0.9033647,0.9658691,0.973213,0.9662892,0.03842617,7.05e-06
18.32941,17.16245,16.67008,16.42338,16.32236,46.58342,136.4651,214.7675,269.5546,295.8379,12.0087,11.59411,10.91899,11.86542,9.83407,48.90778,130.171,238.0724,204.3192,227.226,5.401535,5.262945,4.806396,5.23583,3.985341,21.6481,19.93614,20.39859,19.67614,19.68076,0.3999958,0.3466183,0.3346741,0.3225214,0.3827874,0.03891315,1.44e-05
19.25309,18.17441,17.49277,17.09345,16.81669,19.89486,53.73233,100.6675,145.418,187.6371,3.874622,4.387085,4.295689,4.473764,4.202232,18.42641,54.5293,149.8695,104.0094,185.7743,1.888704,2.110785,2.10039,2.120453,2.073457,20.4054,19.04103,19.51737,18.74276,18.22017,0.9115878,0.6830297,0.6828696,0.6954582,0.6919174,0.1231183,1.1e-05
22.76281,22.25215,21.18247,21.05609,20.67567,0.7600434,1.249988,3.360925,3.772064,5.264966,1.091134,1.391352,1.007019,2.105212,1.286654,0.1038226,1.00229,3.139524,3.718752,1.793409,0.2564351,0.6217147,0.5146802,0.766906,0.2708174,22.93283,21.61053,22.57011,21.46341,20.90183,0.09141244,0.2631229,0.4043985,0.1132551,0.1164364,0.3575242,3.7e-05
21.07262,20.42023,19.76355,19.63632,19.3828,3.718249,6.7894,12.43198,13.97658,17.62445,2.105478,2.106627,1.828888,2.161525,1.367355,1.989631,6.478595,12.47502,12.74339,10.0278,0.7280627,0.9989992,0.8837647,0.9675568,0.5644552,21.33459,20.21287,20.77921,20.06649,19.73536,0.1517688,0.4998769,0.4794436,0.3124039,0.05146023,0.2837728,1.07e-05
21.14346,19.81473,18.93164,18.50013,18.15432,3.482702,11.85999,26.75078,39.80498,54.72585,2.190523,3.23545,3.650778,3.319289,3.04129,1.834499,11.17041,35.53494,23.8548,45.30942,0.8684167,1.532929,1.355618,1.348152,1.302892,21.84094,19.99764,20.72956,19.53159,19.0952,0.1609064,0.6433926,0.6642599,0.6874571,0.4722786,0.2749046,2.25e-05
18.95731,17.83889,17.3205,16.92882,16.72032,26.12545,73.18834,117.9773,169.2279,205.0539,4.039593,4.298695,3.946642,4.135913,3.937716,26.02342,73.34732,162.8328,116.4349,199.1832,1.982184,2.018893,1.862726,1.955494,1.914188,20.47161,18.98967,19.41446,18.74357,18.38116,0.4715685,0.4605355,0.4472929,0.4657859,0.4558099,0.08208691,6.99e-06
18.84776,17.63417,17.1288,16.65444,16.443,28.89909,88.37561,140.7596,217.8827,264.7258,4.158842,4.535039,3.802958,4.478921,3.636164,29.82774,107.2616,245.7036,171.1207,282.9805,1.899395,2.215324,1.902429,2.154682,1.858066,19.84892,18.49497,18.89145,18.01906,17.76029,0.3852399,0.5324181,0.5726942,0.530347,0.5302538,0.09048266,7.58e-06
23.93787,21.19181,19.60529,18.9633,18.44619,0.1922929,3.333945,14.38318,25.98108,41.82056,1.122032,3.577573,2.240543,1.937158,1.453128,0.02309288,3.702535,25.72695,14.38359,36.48441,0.2720149,1.12929,0.9115967,0.9009473,0.7770432,24.08094,20.31615,21.7272,19.61117,19.12273,0.05,0.6330601,0.4708069,0.4618891,0.7129436,0.3011445,7.66e-05
20.20493,19.0255,18.59793,18.31464,18.21417,8.277625,24.53545,36.3766,47.22139,51.78959,7.14796,5.112927,4.571055,4.89522,4.148521,12.83229,27.22521,48.56997,37.81181,35.3535,3.003107,2.431392,2.135699,2.250668,1.457939,22.11921,20.55158,20.81005,20.3462,19.84078,0.7757209,0.8591059,0.8869579,0.9369581,0.647092,0.07829279,9.37e-06
18.13237,16.63482,15.94436,15.58522,15.31515,55.85354,221.8574,419.0386,583.3281,748.0649,8.099263,5.639455,5.032693,5.445741,4.345817,54.40685,192.4828,464.586,351.1879,528.028,2.96101,2.610822,2.26498,2.447595,1.842169,19.5632,17.38973,18.08335,17.06056,16.87828,0.5945784,0.663913,0.6555985,0.6724591,0.6934625,0.04849259,1.36e-05
18.83514,17.97504,17.7588,17.49654,17.47774,29.23701,64.5628,78.79131,100.3184,102.0661,3.936022,4.191533,4.290947,4.469023,3.50936,27.09883,62.69625,100.5473,79.23786,74.6632,1.880226,1.990885,2.033762,2.040552,1.474837,20.40451,19.46481,19.54028,19.21542,18.96348,0.8000827,0.8196115,0.8122923,0.8411562,0.7998444,0.08304774,4.9e-06
18.29743,17.18184,16.70821,16.47367,16.29773,47.97619,134.049,207.3556,257.3554,302.6267,6.662622,5.991257,5.539878,5.834832,5.092371,50.37908,125.5708,226.5289,189.2621,247.1684,3.239944,3.019864,2.721773,2.892111,2.590257,20.26366,18.72457,19.02728,18.56133,18.12003,0.6540924,0.7337084,0.7226937,0.6940089,0.738803,0.05065703,8.52e-06
17.17617,15.75851,15.21093,14.84979,14.62787,134.7504,497.2761,823.4315,1148.376,1408.803,8.789348,9.260129,9.192729,9.197583,40.41952,132.6097,507.6548,1160.687,823.8063,1370.568,4.537747,4.693842,4.494177,4.528775,4.42919,19.1329,17.25215,17.87529,16.94404,16.66263,0.6240135,0.7158431,0.6948442,0.6730731,0.6357606,0.06367671,1.59e-05
18.01783,16.75631,16.27091,15.96417,15.84604,62.06782,198.3698,310.1945,411.465,458.759,12.37165,10.99126,9.931594,9.749264,9.192369,77.95172,210.8273,399.8024,292.6416,388.8395,6.063844,5.325107,4.812341,4.718843,4.172572,21.17593,19.31882,19.97571,19.15413,18.88816,0.9998485,0.8456327,0.8617077,0.8182964,0.8402852,0.04237137,1.5e-05
19.43412,17.79461,16.9523,16.50618,16.22669,16.83917,76.23527,165.6073,249.7638,323.089,6.965779,7.745871,7.229625,7.331757,6.064907,19.54708,77.42906,241.2491,162.8503,277.3541,3.679443,3.620316,3.409534,3.441684,3.023008,21.9165,19.57008,20.40195,18.98853,18.65967,0.5697922,0.4955693,0.4975957,0.5045497,0.4981032,0.1339818,1.33e-05
20.13526,19.24296,18.97685,18.68079,18.67852,8.826496,20.08198,25.65971,33.70329,33.75853,1.711398,2.646405,2.722437,2.732311,2.531171,6.19124,17.32213,31.13203,22.16758,28.84165,0.9491107,1.246149,1.315407,1.256567,1.23823,21.04983,20.077,20.26748,19.89916,19.82899,0.3786645,0.4475733,0.4226627,0.4556662,0.4666666,0.09896351,6.82e-06
22.99423,21.44765,20.11694,19.29711,18.82057,0.6034197,2.632892,8.977332,19.10369,29.61437,7.358584,7.357538,4.601873,7.358944,6.730551,3.620168,2.963136,19.84806,8.230101,39.02844,4.156938,1.802626,1.800685,1.454639,2.622835,24.31488,21.30671,22.66367,20.55482,20.05974,0.3121513,0.9366459,0.7228443,0.7335764,0.7123363,0.5066492,6.08e-05
19.44974,18.28743,17.85751,17.57526,17.45319,16.5987,48.42027,71.94378,93.30283,104.4007,6.548766,5.123217,5.15004,5.254919,5.471617,19.12318,49.08896,94.39379,73.24202,100.9318,2.900626,2.420819,2.325072,2.408804,2.361121,20.93358,19.5866,19.88789,19.41113,19.18513,0.4049182,0.5002741,0.5152671,0.5989104,0.50621,0.08274454,6.96e-06
19.82872,18.35591,17.70532,17.25889,16.99514,11.70715,45.46051,82.76997,124.8658,159.1963,18.02242,6.521623,5.894884,5.964587,5.756386,14.98336,47.60274,120.8245,83.6083,133.9728,3.230763,2.995006,2.613214,2.73379,2.314298,21.95223,19.85279,20.303,19.35149,18.94242,0.2003596,0.1999922,0.1999548,0.1999694,0.1999756,0.08263627,8.56e-06
19.74392,18.32045,17.91138,17.65763,17.49563,12.65837,46.9699,68.46158,86.48631,100.3981,3.429957,4.580919,4.412264,4.824371,3.869168,9.042439,46.71629,82.68118,67.45719,77.07422,1.756724,2.21869,2.137708,2.209851,1.755571,20.71981,19.25572,19.76106,18.88153,18.90578,0.9172723,0.8672585,0.8747435,0.8708153,0.8943835,0.1151194,7.95e-06
19.824,18.42011,17.67929,17.2434,16.96208,11.7581,42.8502,84.77823,126.6602,164.1192,3.441569,3.792462,3.876748,3.859259,3.811413,12.78523,41.33672,123.7928,82.45313,151.109,1.883954,1.829261,1.849904,1.840931,1.72816,21.61318,19.30963,20.01486,18.91274,18.61728,0.684759,0.4742709,0.459794,0.4701969,0.4777886,0.09315675,8.24e-06
18.95904,18.01927,17.644,17.42644,17.21572,26.0839,61.98569,87.57853,107.0095,129.9263,3.510505,3.918351,4.278243,3.922438,3.491668,22.85247,60.5639,112.2854,87.12588,116.5106,1.663728,1.869219,1.927423,1.831112,1.624466,19.96405,18.95064,19.13585,18.7701,18.46941,0.3019258,0.2803566,0.2855849,0.2935064,0.2729609,0.02523882,6.18e-06
19.26807,17.60293,16.76364,16.31977,16.02462,19.62221,90.95534,197.0355,296.5473,389.18,6.987778,7.635502,7.212198,7.496583,6.494161,9.621726,84.36993,261.015,180.4906,321.4956,1.475819,3.229047,3.026302,3.177582,2.778099,20.88778,18.47659,19.34047,17.9944,17.7583,0.2841332,0.2928445,0.3628807,0.3614821,0.4384512,0.1143301,8.12e-06
18.56294,17.49754,16.96233,16.57587,16.3829,37.56794,100.227,164.0845,234.2356,279.7923,2.498806,3.021967,2.910469,3.010894,3.020151,37.487,104.0648,240.4375,168.2547,284.1863,1.328196,1.463762,1.393865,1.446196,1.386331,19.26803,17.75208,18.23978,17.40322,17.28027,0.6557682,0.7694945,0.7578339,0.74408,0.7179379,0.07196948,6.6e-06
19.50138,18.01038,17.33613,16.98116,16.78464,15.82759,62.4951,116.2915,161.264,193.2581,5.278858,5.720998,5.738663,5.724193,5.251315,21.7843,62.60846,163.6768,115.5592,185.0253,3.163611,2.933946,2.943209,2.928822,2.755096,22.15643,20.10973,20.73595,19.68829,19.25945,0.5499957,0.6480075,0.6348723,0.6727053,0.6801573,0.1161994,1.5e-05
17.90837,16.91959,16.62516,16.37429,16.27445,68.65184,170.6726,223.8387,282.0212,309.1856,4.119895,4.45064,4.53012,4.592545,4.710166,69.10754,171.6483,287.5968,227.9245,306.5368,2.134312,2.160215,2.148111,2.195571,2.103727,19.37463,18.15371,18.40976,18.03403,17.90732,0.9119212,0.9022059,0.8868436,0.8949881,0.893401,0.0776764,7.48e-06
18.76946,17.54126,17.01287,16.67412,16.49576,31.06044,96.27081,156.6218,213.9693,252.1698,12.67606,5.449753,19.30899,5.545681,5.16911,36.42115,93.07941,202.7511,151.9088,208.494,3.011808,2.620252,2.539931,2.608273,2.182527,20.94683,19.09408,19.71435,18.76601,18.53667,0.4628981,0.4614821,0.4634231,0.4718667,0.5037616,0.0653429,6.41e-06
17.22552,15.66079,14.82665,14.39359,14.04324,128.7625,544.105,1173.117,1748.098,2413.818,16.27736,14.49715,13.39019,13.65545,12.90866,166.3091,596.8272,1737.073,1183.299,2298.686,7.75495,6.765905,6.037081,6.210235,5.71393,20.35704,17.92782,18.79347,17.4688,16.86851,0.2208081,0.2500022,0.257513,0.263674,0.2569861,0.03098892,1.12e-05
19.15352,17.70971,16.93098,16.47264,16.19995,21.80588,82.43556,168.8915,257.5988,331.1447,3.405615,4.592356,4.289019,4.573581,4.299524,14.66204,67.28246,200.3589,135.5467,269.1298,1.584239,2.077645,1.927259,2.075487,2.066071,20.64726,18.48474,19.32135,18.01907,17.73309,0.4483453,0.4847341,0.4885525,0.4653144,0.4649879,0.1109926,6.86e-06
18.61826,17.62646,17.42356,17.15973,17.09619,35.70163,89.00496,107.2937,136.8065,145.0478,5.431846,6.409131,6.235404,7.05894,6.330938,29.62404,87.53124,130.2666,99.2246,130.6915,2.792181,3.274828,3.113448,3.073428,3.06365,20.68818,19.75244,19.68926,19.54949,19.19664,0.5489935,0.5082744,0.4953925,0.5145795,0.4847221,0.07816049,6.5e-06
17.33192,16.0019,15.38645,15.07411,14.80541,116.7427,397.4095,700.5185,934.0189,1196.292,35.11912,10.39393,9.785162,9.956412,9.998191,132.6251,424.5468,931.9325,703.7612,1146.965,5.387277,5.281785,4.880177,4.998946,4.785934,20.08572,17.95484,18.59148,17.71184,17.32965,0.8745808,0.9178586,0.9014324,0.8628865,0.8211429,0.0410415,1.43e-05
19.19953,18.1745,17.85972,17.52538,17.47522,20.90107,53.72758,71.79749,97.68948,102.3035,6.522254,5.377101,5.122664,5.30276,3.921732,22.38798,52.87169,92.95121,69.5368,63.84287,2.685216,2.482671,2.344692,2.366,1.61347,21.01883,19.96323,20.01592,19.6297,19.45111,0.2508938,0.2713375,0.2735215,0.2653467,0.2499238,0.08932612,6.24e-06
21.57759,21.23392,20.40447,20.15417,19.69958,2.330263,3.206953,6.887772,8.672555,13.14611,2.007591,1.670097,1.711031,1.71167,1.870191,1.785888,2.898862,8.007378,6.766492,12.54147,0.8681948,0.8393707,0.8795577,0.8871214,0.7943593,21.61085,20.49599,21.32471,20.23099,19.80359,0.07411381,0.4297547,0.350578,0.5561011,0.05,0.2766786,9.08e-06
18.58538,17.18835,16.50799,16.12494,15.81635,36.79953,133.2477,249.346,354.8322,471.4739,4.718141,5.089296,4.356763,4.667145,4.197262,40.1804,147.2454,373.3018,266.0125,473.6291,2.262736,2.298118,2.071527,2.140844,1.941032,20.13396,18.04127,18.72369,17.73661,17.44947,0.3341214,0.3237828,0.3320585,0.3296784,0.326904,0.04148187,1.1e-05
19.19964,18.03818,17.48493,17.14614,16.94153,20.89895,60.91525,101.3972,138.5292,167.2547,4.49346,4.085149,3.085948,3.455778,2.837224,17.86407,53.13844,113.3763,86.44179,139.927,1.716524,1.65584,1.484196,1.555364,1.585227,20.46172,19.04734,19.4357,18.66811,18.2547,0.3769196,0.5249168,0.5179327,0.535969,0.5569388,0.04957651,7.44e-06
19.56851,18.38821,17.81388,17.44594,17.24994,14.87845,44.128,74.89366,105.1051,125.8946,2.76576,2.949003,2.871027,2.881924,11.61427,16.29885,46.00755,110.6163,78.09278,129.3522,1.413692,1.378448,1.357421,1.35704,1.345638,20.24622,18.69241,19.20899,18.36933,18.14617,0.6899589,0.9038014,0.8417063,0.8564553,0.9199765,0.08769873,8.95e-06
19.55398,17.45712,16.60565,16.091,15.72422,15.07892,104.0279,227.8972,366.0989,513.2286,5.990981,7.939038,7.145008,7.239542,6.422828,11.41935,105.2741,361.0778,225.0627,444.8433,2.703362,3.671141,3.355787,3.42474,2.908191,21.6286,18.56103,19.53412,18.10147,17.64585,0.2186349,0.2695163,0.2746587,0.2673007,0.2563647,0.0791107,1.81e-05
18.67143,17.13534,16.60811,16.26606,16.00746,33.99552,139.9155,227.3822,311.5832,395.3806,6.116014,6.952879,6.579698,6.783596,6.221776,31.00813,139.3961,301.6006,224.3201,365.5974,2.66251,3.26899,3.071598,3.154428,2.952223,21.03294,18.88001,19.2974,18.43954,18.00471,0.2150021,0.2420272,0.2391697,0.2389644,0.2252081,0.04521486,7.31e-06
17.25392,16.06734,15.59525,15.34473,15.15886,125.4382,374.1653,577.9606,727.9603,863.8836,12.72118,12.26162,11.86296,11.6512,11.28352,124.9312,366.899,700.3029,557.3874,709.3777,5.903597,5.733374,5.536621,5.611343,4.855501,20.25894,18.93135,19.15102,18.63143,18.35113,0.5509722,0.5268345,0.5343723,0.5224545,0.4944659,0.0333805,1.02e-05
20.2218,19.67091,19.38595,19.57042,19.34714,8.149896,13.53998,17.60353,14.85146,18.21508,1.656232,1.693418,1.63539,1.621309,1.546507,6.799728,11.71234,13.55508,15.91987,15.40086,0.8990545,0.907739,0.8794826,0.8744507,0.8439779,20.49672,19.90441,20.036,20.16679,19.81275,0.5942538,0.6783397,0.7499928,0.7498807,0.5999856,0.01615284,4.19e-06
16.52672,15.51567,15.08562,14.90845,14.78675,245.0827,621.914,924.1716,1087.975,1217.03,68.28892,29.52744,28.22229,30.23779,25.79008,201.0832,584.9377,971.3173,948.5365,757.2816,10.81315,11.90966,10.91118,12.9482,7.754318,20.17158,19.1952,19.7015,19.31758,19.22093,0.321835,0.3672801,0.3876715,0.4688692,0.4148406,0.008727782,6.4e-06
19.15732,17.59004,16.51385,16.0091,15.68937,21.72971,92.04157,248.0055,394.7838,529.9698,5.495047,6.209498,6.172693,6.297208,6.507384,17.41115,78.89957,327.828,209.6445,425.0628,2.616232,2.728871,2.680054,2.675918,2.504972,20.61381,18.35372,19.32996,17.75935,17.3851,0.9291372,0.9589866,0.9751236,0.9633955,0.8322223,0.1700421,2.04e-05
19.22736,17.3653,16.52202,16.06437,15.90638,20.37203,113.2091,246.1456,375.1923,433.9572,5.348982,6.963698,6.39391,6.374205,4.837981,10.12278,87.56456,283.5239,187.8837,261.921,1.805862,3.011219,2.812008,2.815822,2.162478,21.07736,18.84689,19.5059,18.27884,18.12858,0.299998,0.3453773,0.3844787,0.383294,0.3661807,0.08675733,1.23e-05
19.90711,18.17287,17.24387,16.79314,16.40075,10.89137,53.80867,126.6051,191.7535,275.2293,7.866003,7.560179,3.244097,6.169007,17.94226,16.18384,63.03191,195.5952,133.6318,284.9751,3.264025,2.485516,1.932335,2.136289,2.01443,20.97337,18.27341,19.20581,17.92946,17.47658,0.4632468,0.6131377,0.6741029,0.6696801,0.6334379,0.1051488,2.14e-05
19.29834,17.93432,17.31133,16.95756,16.69661,19.08282,67.03025,118.9789,164.8063,209.5811,5.510243,4.665612,4.268529,4.422376,3.870993,22.10555,67.1198,154.4733,115.5766,190.2619,2.580181,2.286618,2.031988,2.129933,1.948161,20.71217,18.74306,19.42086,18.45127,18.23715,0.3498151,0.4286644,0.442788,0.4446106,0.4859858,0.07385334,1.15e-05
21.999,21.60921,21.6893,21.7025,21.89957,1.573995,2.267955,2.103158,2.068949,1.423496,1.224454,1.444491,1.416885,1.42749,1.180075,1.310396,1.935676,1.810037,1.833614,0.9787415,0.6833884,0.7586709,0.7039519,0.7393613,0.7521995,22.22035,22.054,21.90739,22.08142,22.06311,0.07016321,0.5860065,0.500268,0.7610382,0.09169216,0.05666489,1.02e-05
20.6035,19.0243,18.63571,18.4563,18.39233,5.73247,24.5626,35.13251,41.44518,43.94846,2.969749,7.651068,7.922688,8.145718,5.452116,6.757154,24.66522,41.70672,36.04108,20.09714,4.104508,3.543343,3.718084,3.613281,1.533906,23.34354,21.62807,21.76476,21.49269,20.71082,0.1713141,0.2956757,0.3275011,0.2597524,0.3196109,0.05204681,1.51e-05
19.19752,18.12296,17.73565,17.45039,17.32463,20.93978,56.33994,80.48978,104.6748,117.5255,2.942357,3.492838,3.949114,3.698837,3.825053,21.09014,56.21215,112.9356,86.30394,118.1743,1.671957,1.676417,1.781976,1.70442,1.708373,19.89295,19.02507,19.06437,18.67464,18.34908,0.6268982,0.7688113,0.7702451,0.7828119,0.7936465,0.07808203,6.19e-06
19.28609,18.29501,17.89749,17.59078,17.44118,19.29926,48.08346,69.34283,91.97825,105.5612,3.057989,3.680955,3.539804,3.537135,3.460226,18.66422,46.77745,91.59496,68.57586,99.43449,1.78613,1.856432,1.818474,1.803415,1.72381,20.78517,19.89482,19.81299,19.56353,19.2355,0.8424218,0.8065153,0.7832085,0.7949532,0.8514428,0.09615,6.72e-06
19.33728,18.23377,17.62922,17.20809,16.94981,18.41032,50.87321,88.7788,130.8464,165.9839,2.62236,3.18816,3.217193,3.240601,3.398364,18.74098,52.1162,137.6112,93.48988,174.6315,1.471243,1.488615,1.484782,1.507439,1.521131,20.06097,18.69419,19.11947,18.25916,17.98083,0.6286469,0.7270891,0.7775975,0.7430136,0.7590989,0.1026651,8.49e-06
18.8461,17.4874,16.78905,16.37567,16.07275,28.94338,101.1675,192.4781,281.6639,372.3043,6.674056,6.353374,5.76433,6.176499,6.143465,31.82143,106.5493,267.9547,188.3188,365.1311,3.228438,3.081252,2.706559,2.851537,2.854925,20.58881,18.46056,19.34309,18.18544,17.74242,0.3773839,0.4481369,0.4713621,0.4809594,0.4914563,0.07581653,1.16e-05
18.82882,17.87311,17.4838,17.18278,17.04287,29.40768,70.91797,101.503,133.9332,152.3499,5.896132,5.96847,5.607026,5.965877,5.869475,28.2296,69.77435,122.9005,97.48327,150.8449,2.800619,2.912701,2.603424,2.818389,2.851393,21.57231,19.98865,20.53893,19.79199,19.63541,0.4427564,0.4999749,0.4976884,0.527088,0.4668041,0.0975788,6.86e-06
19.10834,18.09884,17.76359,17.44,17.36341,22.7325,57.60548,78.44486,105.6815,113.4011,3.69384,4.221743,4.42415,4.712481,4.583408,23.39768,61.79727,114.5748,86.14244,117.9523,1.924776,2.00596,2.026531,2.133184,1.920619,20.01159,18.79835,19.15635,18.52518,18.58317,0.3688954,0.3907761,0.3631502,0.4134474,0.3445011,0.0649072,6.78e-06
22.46762,21.14091,20.42286,20.22262,19.81435,1.011254,3.494207,6.772068,8.142199,11.81865,1.811832,1.422262,1.415193,1.56744,1.254128,0.7959418,3.142188,6.62288,6.604173,11.93597,0.6320676,0.6880594,0.6064496,0.7314436,0.6879013,22.38205,20.55219,21.24601,20.37274,19.97112,0.0792363,0.5937779,0.3690155,0.2569938,0.2575336,0.2740451,2.3e-05
21.95196,21.24265,20.46238,20.01811,19.5882,1.644759,3.181217,6.529802,9.831274,14.57489,7.359368,1.720572,1.547847,1.586013,2.562847,2.325288,2.925793,8.942092,6.028126,17.16562,1.518529,0.8507093,0.7582251,0.7864094,0.9814659,22.20048,20.97254,21.63519,20.60007,20.06249,0.05,0.6499758,0.55877,0.5565127,0.8764484,0.2352966,2.16e-05
20.09504,18.54091,17.66062,17.21802,16.97207,9.159709,38.33844,86.24828,129.6553,162.616,3.315143,3.830831,3.878036,3.745969,3.493648,9.438831,38.44007,129.3134,86.08278,146.1482,1.805919,1.916106,1.897009,1.8445,1.656777,21.22049,18.8895,19.68746,18.42342,18.17544,0.8632283,0.8548987,0.8174377,0.8460206,0.7871476,0.1428771,1.56e-05
19.88574,18.47985,17.79629,17.34121,17.07365,11.10801,40.5562,76.11713,115.7488,148.0912,8.690087,3.94628,3.840238,3.867909,3.683783,12.70187,39.20234,113.2122,75.11756,135.3985,2.180901,1.935584,1.91082,1.931181,1.746488,21.40316,19.38372,19.90212,18.92837,18.66216,0.266682,0.3197201,0.3345672,0.3290331,0.3288231,0.08912409,7.85e-06
19.35419,18.02744,17.25679,16.81503,16.5119,18.12589,61.521,125.1078,187.9259,248.4486,5.571654,5.000771,4.829195,4.917769,4.907074,22.0337,67.617,195.0693,134.4113,237.2063,2.635591,2.384929,2.154172,2.261147,2.016071,21.07303,18.82394,19.72837,18.27239,17.92537,0.5286246,0.6271363,0.6282237,0.6596988,0.6144008,0.1063107,1.4e-05
20.18769,18.71673,17.86077,17.38974,17.08684,8.41012,32.6066,71.72822,110.6881,146.3034,27.92257,4.075895,3.636206,4.271461,3.511683,8.588305,27.69897,88.33359,60.43425,112.2529,2.213766,1.826573,1.649052,1.770511,1.555631,21.81502,19.6695,20.32727,19.21259,18.73533,0.282692,0.4179959,0.4219185,0.4606085,0.4830647,0.1204841,1.29e-05
19.23717,18.10576,17.58696,17.22392,17.10622,20.18874,57.23918,92.30257,128.9524,143.7146,3.522695,4.006097,3.621047,3.492095,3.423929,15.80285,48.23676,106.591,76.71626,116.3709,1.705495,1.808826,1.696545,1.682439,1.60882,20.23945,18.86112,19.24265,18.49725,18.33625,0.6086343,0.6659516,0.6400204,0.635634,0.6753552,0.1298053,5.87e-06
18.78456,17.48346,16.85938,16.47755,16.21318,30.63143,101.5352,180.4041,256.4365,327.1329,13.44696,8.510469,8.525337,8.774096,7.817054,42.77954,97.36884,248.4605,177.6635,244.2568,5.126874,3.970864,3.910552,4.017954,2.824646,21.26509,19.75035,20.16161,19.32466,18.93694,0.2294963,0.2115197,0.2135012,0.2131214,0.2328593,0.05247582,7.7e-06
18.47428,17.77084,17.50266,17.34882,17.49929,40.76462,77.92293,99.75523,114.9396,100.0596,6.624789,7.458051,8.267217,8.380826,9.102605,37.63677,75.42968,111.69,101.4554,119.4003,3.363231,3.833887,4.072108,4.100583,4.612061,20.51051,20.25633,20.24214,20.54087,20.33733,0.5280593,0.528791,0.541954,0.5124694,0.6499576,0.01402796,4.57e-06
18.78825,17.67917,17.13566,16.76087,16.56335,30.52751,84.78766,139.8739,197.538,236.9495,6.279533,6.90551,7.046357,7.071347,7.144582,29.19138,84.82492,190.928,139.7421,211.0428,3.27751,3.376239,3.292684,3.348461,3.094141,20.4732,19.33484,19.7609,18.88014,18.74125,0.6107742,0.542285,0.5790188,0.5372121,0.5658519,0.0694351,7.63e-06
20.7746,20.51174,20.25817,19.90472,20.25722,4.895579,6.240397,7.881936,10.91427,7.821244,1.986724,1.84704,1.523049,1.557465,3.368011,5.515691,6.315851,10.85713,7.94399,7.978957,0.9360433,0.8638921,0.7781767,0.7495776,0.7267801,20.83334,20.34042,20.57781,19.98441,20.33498,0.05,0.3069769,0.6345481,0.4938489,0.05,0.4800722,1.21e-05
18.59395,17.27432,16.64532,16.26259,16.04436,36.51001,123.1036,219.7206,312.5822,382.1681,5.491424,5.92779,5.866387,6.035848,5.518193,34.93001,126.4219,320.9044,225.942,361.0394,2.604738,2.848977,2.769883,2.817705,2.569562,20.33947,18.53724,19.19288,18.18069,17.94363,0.7178885,0.7273867,0.7262895,0.7082633,0.7365112,0.08181835,8.02e-06
